Num,Mono Heat of formation [eV/atom] ,Mono Band gap [eV] ,Energy [eV] ,Magnetic  monolayer,Number of atoms ,Number of species ,Spin axis ,Unit cell area [Å2] ,angle_with_x (degrees),z_separation,lattice_a,lattice_b,lattice_c,lattice_beta,lattice_gamma,lattice_volume,composition_average_electrons,composition_num_atoms,composition_total_electrons,composition_weight,density,Bilayer Energy (eV),Bandgap PBE,Bandgap GW
398,-0.351,1.54,-4.895,0,3,2,3,20.467,0,0.248837102,4.513824053,4.513824063,28.50053774,90,90,580.6872736,2.44,6,372,908.79788,2.598807399,-8.2556551,1.5674,4.025
399,-2.614,0,-52.252,0,7,3,3,10.353,153.4349488,0.271668493,3.472417372,3.472417372,36.61865895,90,120,382.3815309,2.528571429,14,298,665.4555128,2.889822826,-127.3741914,0,
400,-2.386,0.32,-66.174,0,7,3,3,8.942,153.4349488,0.281088458,3.21333722,3.21333722,35.68638648,90,120,319.1139686,2.408571429,14,492,1190.9644,6.197293467,-163.0075039,0.2762,1.9706
401,-0.12,0,-43.721,0,9,3,3,31.917,155.9078652,0.153775757,6.077601427,6.034574695,42.39422497,89.97943167,119.7004735,1350.558684,2.327777778,18,512,1148.268648,1.411819399,-83.55182711,0,0
402,-0.12,0,-43.721,0,9,3,3,31.917,166.3026364,0.152797659,6.083724744,6.038718973,42.35134882,89.96921613,119.7701385,1350.558684,2.327777778,18,512,1148.268648,1.411819399,-83.55420367,0,0
403,-0.12,0,-43.721,0,9,3,3,31.917,91.04863552,0.149559568,6.080321295,6.036035419,42.3981165,90.04687021,119.7800261,1350.558684,2.327777778,18,512,1148.268648,1.411819399,-83.57107933,0,0
404,-0.12,0,-43.721,0,9,3,3,31.917,89.71908147,0.148330219,6.078347872,6.031384216,42.43522105,90.13809274,119.7568148,1350.558684,2.327777778,18,512,1148.268648,1.411819399,-83.53933243,0,0
405,-0.12,0,-43.721,0,9,3,3,31.917,90.06477246,0.153790768,6.079100133,6.035788475,42.40862421,90.09636354,119.7801533,1350.558684,2.327777778,18,512,1148.268648,1.411819399,-83.58219719,0,0
412,-0.567,0,-19.573,1,3,2,1,9.719,0,0.219011122,3.238691749,3.238691749,28.26354475,90,120,256.7417461,2.236666667,6,114,238.13609,1.540202506,-39.23370297,0,0
413,-0.567,0,-19.573,1,3,2,1,9.719,0,0.221357741,3.237898226,3.237898226,28.27739974,90,120,256.7417461,2.236666667,6,114,238.13609,1.540202506,-39.23137365,0,0
414,-0.567,0,-19.573,1,3,2,1,9.719,0,0.218165882,3.238880229,3.238880229,28.26025537,90,120,256.7417461,2.236666667,6,114,238.13609,1.540202506,-39.23401742,0,0
415,-0.469,0,-18.09,1,3,2,3,10.574,0,0.227608126,3.389970872,3.389970872,28.49903084,90,120,283.6303208,2.216666667,6,186,425.71609,2.492392903,-36.19200616,0,0
416,-0.469,0,-18.09,1,3,2,3,10.574,0,0.227500983,3.390296769,3.390296769,28.49355209,90,120,283.6303208,2.216666667,6,186,425.71609,2.492392903,-36.19209874,0,0
417,-0.104,0,-16.439,1,3,2,2,11.601,26.56505118,0.234055944,3.575333319,3.575333319,28.83413908,90,120,319.2057405,1.916666667,6,258,620.27609,3.226736079,-33.52243472,0,0
418,-0.104,0,-16.439,1,3,2,2,11.601,45,0.244974435,3.573975917,3.573975917,28.85604575,90,120,319.2057405,1.916666667,6,258,620.27609,3.226736079,-33.50648742,0,0
419,-0.104,0,-16.439,1,3,2,2,11.601,0,0.233752419,3.575250624,3.575250624,28.83547296,90,120,319.2057405,1.916666667,6,258,620.27609,3.226736079,-33.51775908,0,0
420,-0.363,0.47,-23.396,0,5,2,3,14.211,153.355271,0.295864968,4.047366371,4.049626141,34.84674618,89.97171445,120.0006008,494.6261519,2.356,10,428,1028.3116,3.452206435,-43.79503701,1.0737,1.6792
421,-0.363,0.47,-23.396,0,5,2,3,14.211,131.0332023,0.289977392,4.045373769,4.046472039,34.889694,90.01621,119.9967749,494.6261519,2.356,10,428,1028.3116,3.452206435,-43.79448761,1.082,1.5604
425,-1.979,0.912,-27.388,0,3,2,3,6.889,45,0.226692471,2.824877653,2.824877653,25.8197713,90,120,178.4359301,3.013333333,6,116,255.8776,2.381217453,-54.61957487,0.8244,2.387
426,-1.979,0.912,-27.388,0,3,2,3,6.889,0,0.214362007,2.824416751,2.824416751,25.82819877,90,120,178.4359301,3.013333333,6,116,255.8776,2.381217453,-54.61530552,0.7965,2.3724
427,-0.921,1.58,-22.121,0,3,2,3,8.78,26.56505118,0.259338083,3.184899918,3.184899918,27.23996289,90,120,239.2922993,2.44,6,148,320.14,2.221571603,-45.16934654,1.4958,2.5125
428,-0.921,1.58,-22.121,0,3,2,3,8.78,45,0.276458895,3.186632956,3.186632956,27.21034225,90,120,239.2922993,2.44,6,148,320.14,2.221571603,-45.16986358,1.5448,2.5281
429,-0.921,1.58,-22.121,0,3,2,3,8.78,0,0.263514111,3.187789207,3.187789207,27.19060677,90,120,239.2922993,2.44,6,148,320.14,2.221571603,-45.16976713,1.4971,2.5154
430,-0.708,1.321,-20.291,0,3,2,3,9.544,26.56505118,0.259405891,3.31976117,3.31976117,27.67591145,90,120,264.1473426,2.42,6,220,507.72,3.191737183,-41.51334552,1.4352,2.078
431,-0.708,1.321,-20.291,0,3,2,3,9.544,45,0.266668803,3.319647437,3.319647437,27.67780787,90,120,264.1473426,2.42,6,220,507.72,3.191737183,-41.51161417,1.4479,2.1285
432,-0.708,1.321,-20.291,0,3,2,3,9.544,0,0.26149763,3.320852053,3.320852053,27.65773164,90,120,264.1473426,2.42,6,220,507.72,3.191737183,-41.51293646,1.437,2.1087
433,-0.14,0,-33.215,0,5,2,3,11.316,0,0.285587147,3.61343653,3.61343653,31.97112793,90,120,361.5176053,1.752,10,258,581.4779,2.670870672,-90.15337261,0,0
434,-0.14,0,-33.215,0,5,2,3,11.316,63.43494882,0.287627289,3.613336125,3.613336125,31.97290474,90,120,361.5176053,1.752,10,258,581.4779,2.670870672,-90.12186852,0,0
435,-0.301,0.932,-18.513,0,3,2,3,10.898,45,0.290938003,3.555163367,3.555163367,28.0971637,90,120,307.547526,2.12,6,292,702.28,3.791815173,-37.61076663,1.325,1.9005
436,-0.301,0.932,-18.513,0,3,2,3,10.898,0,0.278667613,3.555596545,3.555596545,28.09031795,90,120,307.547526,2.12,6,292,702.28,3.791815173,-37.61469697,1.2982,1.8516
437,-0.263,0.421,-20.576,0,5,2,3,14.29,153.3792196,0.292098973,4.064601007,4.064086507,35.03339882,90.00259886,120.0272659,501.0420741,2.35,10,408,960.8,3.18425541,-40.29539769,0.4651,2.0873
438,-0.263,0.421,-20.576,0,5,2,3,14.29,153.4258393,0.286320401,4.061450961,4.060661746,35.07067694,89.95615859,119.9722171,501.0420741,2.35,10,408,960.8,3.18425541,-40.29233713,0.4434,2.0103
440,-0.282,0,-12.856,0,3,2,3,13.855,0,0.178282591,3.993469501,3.993469501,42.15186438,90,120,582.1677775,1.606666667,6,238,577.3214,1.646715562,-37.82895058,0,0
441,-0.282,0,-12.856,0,3,2,3,13.855,0,0.178221915,3.996054034,3.996054034,42.09735678,90,120,582.1677775,1.606666667,6,238,577.3214,1.646715562,-37.8375827,0,0
443,-0.35,0,-12.752,0,3,2,3,12.949,140.0215686,0.26066367,3.861163721,3.861087304,26.35419763,89.99933846,120.013092,340.2129465,1.646666667,6,166,378.4934,1.847381423,-44.78878314,0,0
444,-0.35,0,-12.752,0,3,2,3,12.949,116.5650512,0.261725524,3.859010613,3.858645803,26.38293673,90,120.0031275,340.2129465,1.646666667,6,166,378.4934,1.847381423,-44.77750559,0,0
447,-0.845,0,-19.828,0,3,2,3,10.496,0,0.237394977,3.476900786,3.476900786,27.77545049,90,120,290.7879058,2.233333333,6,218,501.65276,2.864678996,-41.88203109,0,0
448,-0.877,0,-19.924,0,3,2,3,10.437,26.56505118,0.255490675,3.481866847,3.481866847,27.5438468,90,120,289.1875179,2.233333333,6,218,501.65276,2.880532368,-42.09222069,0,0
449,-0.432,0,-18.032,0,3,2,3,11.554,0,0.271207539,3.661876823,3.661876823,28.27506479,90,120,328.3535405,1.933333333,6,290,696.21276,3.520864995,-38.10991548,0,0
450,-0.432,0,-18.032,0,3,2,3,11.554,0,0.276221009,3.664269285,3.664269285,28.23815432,90,120,328.3535405,1.933333333,6,290,696.21276,3.520864995,-38.11055999,0,0
451,-0.432,0,-18.032,0,3,2,3,11.554,0,0.274733521,3.663095804,3.663095804,28.25624954,90,120,328.3535405,1.933333333,6,290,696.21276,3.520864995,-38.10577217,0,0
452,-0.442,0,-18.063,1,3,2,2,11.741,26.56505118,0.260544625,3.706117579,3.706117579,28.00180008,90,120,333.0849187,1.933333333,6,290,696.21276,3.470852091,-38.08460429,0,0
453,-0.442,0,-18.063,1,3,2,2,11.741,0,0.251572793,3.700331046,3.700331046,28.0894463,90,120,333.0849187,1.933333333,6,290,696.21276,3.470852091,-38.09870923,0,0
454,-1.214,4.256,-61.542,0,10,2,3,26.174,11.69573776,0.167499363,4.650529535,5.643446099,43.79453485,89.99569848,93.46768784,1147.283228,2.936,20,360,791.3656,1.145395891,-120.7057031,4.1315,6.1557
455,-1.214,4.256,-61.542,0,10,2,3,26.174,19.2617625,0.163428039,4.648370378,5.641548029,43.83122434,89.93396577,93.50024758,1147.283228,2.936,20,360,791.3656,1.145395891,-120.7026157,4.1529,6.2197
456,-1.214,4.256,-61.542,0,10,2,3,26.174,156.645721,0.16522307,4.646639685,5.631752758,43.92223869,89.99032126,93.46873558,1147.283228,2.936,20,360,791.3656,1.145395891,-120.6849173,4.1214,
457,-0.266,0,-11.215,1,3,2,1,15.333,0,0.201889815,3.906284718,3.906284769,27.29347217,90,90,416.4727431,2.61,6,196,437.0028,1.742395472,-20.1599068,0,0
465,-0.13,0.106,-10.593,1,3,2,3,13.647,0,0.244481858,3.934426657,3.934426657,27.51014711,90,120,368.7962125,2.41,6,268,625.00468,2.814141395,-18.72686308,0,0
466,-0.13,0.106,-10.593,1,3,2,3,13.647,0,0.244983504,3.936958946,3.936958946,27.47476893,90,120,368.7962125,2.41,6,268,625.00468,2.814141395,-18.75594205,0,0
467,-0.13,0.106,-10.593,1,3,2,3,13.647,0,0.244414451,3.933902208,3.933902208,27.51748264,90,120,368.7962125,2.41,6,268,625.00468,2.814141395,-18.73619183,0,0
468,-0.031,0,-10.296,1,3,2,3,17.291,134.9999999,0.211026753,4.156873707,4.101372476,28.05322079,90,90,478.2762027,2.41,6,268,625.00468,2.169969323,-18.70836257,0,0
469,-0.031,0,-10.296,1,3,2,3,17.291,0,0.2121312,4.143572264,4.143572384,27.85665241,90,90,478.2762027,2.41,6,268,625.00468,2.169969323,-18.7177794,0,0
470,-0.709,1.281,-19.622,0,3,2,3,6.983,0,0.199679182,2.838601241,2.838601241,24.81515983,90,120,173.1635517,2.93,6,88,181.3844,1.739372283,-36.0105366,1.1082,3.1054
471,-0.709,1.281,-19.622,0,3,2,3,6.983,0,0.198001055,2.838714123,2.838714123,24.81318631,90,120,173.1635517,2.93,6,88,181.3844,1.739372283,-36.01119449,1.1034,3.1004
472,-0.709,1.281,-19.622,0,3,2,3,6.983,0,0.195929067,2.838216065,2.838216065,24.82189564,90,120,173.1635517,2.93,6,88,181.3844,1.739372283,-36.00510546,1.0951,3.0797
473,-0.113,1.735,-40.68,0,10,2,3,54.731,90.53999268,0.133797162,4.557241935,12.0536841,41.93089057,89.99972247,90.001504,2303.328872,2.402,20,672,1546.8928,1.115201549,-81.81332461,1.4873,2.776
474,-0.078,0,-14.448,0,3,2,3,10.649,45,0.199072852,3.509593037,3.509593037,26.26255369,90,120,280.1438575,2.336666667,6,192,433.2268,2.56793075,-27.08984942,0,0
475,-0.258,0.06,-14.987,0,3,2,3,10.863,0,0.195472995,3.565112541,3.565112541,25.63907032,90,120,282.214545,2.336666667,6,192,433.2268,2.54908912,-27.76937087,0,0
476,-0.258,0.06,-14.987,0,3,2,3,10.863,180,0.196129028,3.549544575,3.570318553,25.66438806,90,119.8077108,282.214545,2.336666667,6,192,433.2268,2.54908912,-27.76155919,0,0
477,-0.258,0.06,-14.987,0,3,2,3,10.863,0,0.187704329,3.568153546,3.568153546,25.59538649,90,120,282.214545,2.336666667,6,192,433.2268,2.54908912,-27.8348366,0,0
478,-0.076,0,-13.886,0,3,2,3,11.95,26.56505118,0.216645802,3.719538741,3.719538741,26.82252824,90,120,321.3723555,2.036666667,6,264,627.7868,3.24379023,-25.53279843,0,0
479,-0.076,0,-13.886,0,3,2,3,11.95,45,0.221325738,3.707690314,3.707690314,26.99423221,90,120,321.3723555,2.036666667,6,264,627.7868,3.24379023,-25.50384041,0,0
480,-0.076,0,-13.886,0,3,2,3,11.95,0,0.217988058,3.731501844,3.731501844,26.6508192,90,120,321.3723555,2.036666667,6,264,627.7868,3.24379023,-25.4865858,0,0.1322
481,-0.965,2.004,-9.823,0,3,2,3,17.437,0,0.252534742,4.488283734,4.488283734,27.6423406,90,120,482.2431341,2.75,6,304,734.016,2.527484908,-19.30827409,2.727,4.2339
482,-0.965,2.004,-9.823,0,3,2,3,17.437,0,0.247441757,4.498541563,4.498541563,27.51642107,90,120,482.2431341,2.75,6,304,734.016,2.527484908,-19.30714854,2.6928,4.1823
483,-0.965,2.004,-9.823,0,3,2,3,17.437,0,0.249897565,4.503269659,4.503269659,27.45867104,90,120,482.2431341,2.75,6,304,734.016,2.527484908,-19.30610939,2.7022,4.1888
484,-0.883,2.275,-9.578,0,3,2,3,16.072,26.56505118,0.256722924,4.31617345,4.31617345,28.25698366,90,120,455.8838529,2.75,6,304,734.016,2.673624511,-18.81732911,3.1332,4.5445
485,-0.883,2.275,-9.578,0,3,2,3,16.072,45,0.256995839,4.311911221,4.311911221,28.31287407,90,120,455.8838529,2.75,6,304,734.016,2.673624511,-18.81660802,3.1859,4.5762
486,-0.883,2.275,-9.578,0,3,2,3,16.072,0,0.259213782,4.322366527,4.322366527,28.17606858,90,120,455.8838529,2.75,6,304,734.016,2.673624511,-18.81790432,3.2071,4.6391
487,-0.387,0,-62.369,0,10,2,3,35.707,115.2735119,0.17707213,3.388648596,10.46910527,46.74382522,90.29834025,99.28691337,1636.519447,1.86,20,1208,2978.78304,3.022503409,-159.3726798,0,0
488,-0.387,0,-62.369,0,10,2,3,35.707,154.3717299,0.175202086,3.389647679,10.47051033,46.72400006,90.08670996,99.29145228,1636.519447,1.86,20,1208,2978.78304,3.022503409,-159.3770941,0,0
489,-1.073,2.775,-10.549,0,3,2,3,15.132,45,0.25555153,4.186672642,4.186672642,27.7144428,90,120,420.7022089,2.883333333,6,232,556.212,2.195405053,-20.74045416,3.5798,5.2517
490,-1.073,2.775,-10.549,0,3,2,3,15.132,0,0.251772325,4.183234248,4.183234248,27.7600211,90,120,420.7022089,2.883333333,6,232,556.212,2.195405053,-20.74142411,3.5621,5.2258
491,-1.168,2.367,-10.832,0,3,2,3,16.709,0,0.238472461,4.409015406,4.409015406,26.7529024,90,120,450.3858831,2.883333333,6,232,556.212,2.050712045,-21.3110864,3.0852,4.8714
492,-1.168,2.367,-10.832,0,3,2,3,16.709,0,0.229770518,4.396079713,4.396079713,26.91057766,90,120,450.3858831,2.883333333,6,232,556.212,2.050712045,-21.3127947,3.1019,4.8682
493,-1.168,2.367,-10.832,0,3,2,3,16.709,0,0.237096482,4.402201946,4.402201946,26.83577952,90,120,450.3858831,2.883333333,6,232,556.212,2.050712045,-21.30645832,3.082,4.8603
494,-1.684,0,-76.012,0,9,3,3,9.469,0,0.304596965,3.307021552,3.307021552,41.69471835,90,120,394.8987206,2.312222222,18,648,1575.977813,6.626946581,-194.4843416,0,
495,-1.684,0,-76.012,0,9,3,3,9.469,0,0.297000893,3.306743744,3.306743744,41.70172441,90,120,394.8987206,2.312222222,18,648,1575.977813,6.626946581,-194.4830546,0,
496,-0.692,1.499,-8.793,0,3,2,3,18.807,0,0.268828813,4.682058311,4.682058311,28.2031016,90,120,535.4280753,2.55,6,376,922.01788,2.859481563,-17.22015315,2.4975,3.6957
497,-0.692,1.499,-8.793,0,3,2,3,18.807,0,0.267493114,4.687026104,4.687026104,28.14334817,90,120,535.4280753,2.55,6,376,922.01788,2.859481563,-17.2183943,2.4708,3.6569
498,-1.635,0,-72.307,0,9,3,3,8.209,0,0.301603128,3.079779664,3.079779664,40.38195302,90,120,331.7089923,2.418888889,18,248,530.9938128,2.658161192,-171.77645,0,
499,-1.635,0,-72.307,0,9,3,3,8.209,0,0.30723359,3.081037097,3.081037097,40.3489984,90,120,331.7089923,2.418888889,18,248,530.9938128,2.658161192,-171.7892142,0,
500,-0.692,1.499,-8.793,0,3,2,3,18.807,0,0.269385904,4.673287269,4.673287269,28.30906671,90,120,535.4280753,2.55,6,376,922.01788,2.859481563,-17.22061724,2.5145,3.7159
504,-1.648,0,-82.354,0,9,3,3,9.467,0,0.291572489,3.327706877,3.327706877,40.6390658,90,120,389.730573,2.205555556,18,388,865.8538,3.68917442,-185.9404751,0,
505,-0.399,1.379,-15.267,0,3,2,3,8.289,0,0.194542613,3.08590521,3.08590521,25.04412366,90,120,206.538793,3.026666667,6,124,276.8376,2.225730301,-32.65982586,1.2295,2.4602
506,-0.399,1.379,-15.267,0,3,2,3,8.289,0,0.192068136,3.084997068,3.084997068,25.0588705,90,120,206.538793,3.026666667,6,124,276.8376,2.225730301,-32.65897517,1.2334,2.4715
507,-0.399,1.379,-15.267,0,3,2,3,8.289,0,0.191059786,3.08562283,3.08562283,25.0487077,90,120,206.538793,3.026666667,6,124,276.8376,2.225730301,-32.65712944,1.2048,2.4319
508,-2.21,0,-85.216,0,9,3,3,8.994,0,0.307141585,3.221013316,3.221013316,40.81662386,90,120,366.7353308,2.355555556,18,650,1575.9578,7.135771425,-211.5909442,0,
509,-2.128,0,-81.214,0,9,3,3,7.81,0,0.316805445,3.005780048,3.005780048,39.54159709,90,120,309.3849851,2.462222222,18,250,530.9738,2.849856266,-188.1554798,0,
510,-2.128,0,-81.214,0,9,3,3,7.81,0,0.311121026,3.006209755,3.006209755,39.53029376,90,120,309.3849851,2.462222222,18,250,530.9738,2.849856266,-188.1578604,0,0
513,-0.549,1.674,-18.25,0,3,2,3,8.581,0,0.192034382,3.153635896,3.153635896,24.68078282,90,120,212.5752325,3.053333333,6,188,454.1656,3.547730903,-34.77543162,1.5511,3.7597
514,-0.549,1.674,-18.25,0,3,2,3,8.581,0,0.19529755,3.153889159,3.153889159,24.67681915,90,120,212.5752325,3.053333333,6,188,454.1656,3.547730903,-34.77676466,1.5516,3.7757
515,-0.549,1.674,-18.25,0,3,2,3,8.581,0,0.191704231,3.153472283,3.153472283,24.68334393,90,120,212.5752325,3.053333333,6,188,454.1656,3.547730903,-34.77387975,1.5379,3.7344
516,-0.23,1.08,-23.158,0,7,2,3,37.47,100.2045301,0.160999325,4.372945963,8.950324983,43.73636149,90.05838905,103.9534618,1661.243056,2.008571429,14,716,1735.272,1.734536639,-44.78074055,0.9797,1.229
517,-0.23,1.08,-23.158,0,7,2,3,37.47,77.68873211,0.164620665,4.367086106,8.95110536,43.77771157,90.0499701,103.8724032,1661.243056,2.008571429,14,716,1735.272,1.734536639,-44.76921525,1.0246,1.4294
519,-0.23,1.08,-23.158,0,7,2,3,37.47,35.87185542,0.161921624,4.370950145,8.907246907,43.98754018,89.99766046,104.0630588,1661.243056,2.008571429,14,716,1735.272,1.734536639,-44.78394507,0.9631,1.8035
520,-0.394,1.688,-15.694,0,3,2,3,11.06,0,0.218226682,3.581571102,3.581571102,25.81329169,90,120,286.7617191,2.48,6,220,518.428,3.002039289,-30.69577485,1.5114,2.9901
521,-0.413,1.167,-14.56,0,3,2,3,12.167,0,0.198774259,3.774148777,3.774148777,25.87587967,90,120,319.2006644,2.46,6,292,706.008,3.672780154,-28.45966106,0.857,1.8179
522,-0.101,1.045,-12.937,0,3,2,3,12.377,0,0.247588484,3.774799278,3.774799278,26.34540758,90,120,325.1047239,2.706666667,6,228,521.756,2.664975799,-24.87786137,1.0026,2.6192
523,-0.101,1.045,-12.937,0,3,2,3,12.377,0,0.244364326,3.777863424,3.777863424,26.30268849,90,120,325.1047239,2.706666667,6,228,521.756,2.664975799,-24.87840198,0.9986,2.6115
524,-0.107,0,-12.883,0,3,2,3,12.12,0,0.217551002,3.748094081,3.748094081,27.10834082,90,120,329.80295,2.403333333,6,166,371.78,1.871891122,-25.29424471,0,0
525,-0.107,0,-12.883,0,3,2,3,12.12,0,0.256567666,3.732873472,3.732873472,27.32985738,90,120,329.80295,2.403333333,6,166,371.78,1.871891122,-25.31763619,0,0
526,-1.588,0.157,-12.592,1,3,2,1,11.82,26.56505118,0.265905427,3.703661468,3.703661468,27.82721363,90,120,330.5696061,2.426666667,6,182,409.527824,2.057167199,-33.16093053,0,0
527,-1.588,0.157,-12.592,1,3,2,1,11.82,45,0.275584403,3.702820819,3.702820819,27.83985025,90,120,330.5696061,2.426666667,6,182,409.527824,2.057167199,-33.16165059,0,0
528,-1.588,0.157,-12.592,1,3,2,1,11.82,0,0.26696125,3.697554285,3.697554285,27.91921294,90,120,330.5696061,2.426666667,6,182,409.527824,2.057167199,-33.16098079,0,0
529,-0.176,0,-42.28,1,7,2,1,13.809,116.5650512,0.224445658,3.770017228,3.76940414,61.23468368,90,120.0053805,753.563862,1.911428571,14,560,1332.7766,2.936881296,-88.83680753,0,0
530,-1.934,0.107,-14.031,1,3,2,2,10.719,26.56505118,0.257853847,3.524681252,3.524681252,27.35521254,90,120,294.3136618,2.56,6,110,231.723824,1.307402654,-35.97878298,0,0
531,-1.934,0.107,-14.031,1,3,2,2,10.719,45,0.254976436,3.528063506,3.528063506,27.30278835,90,120,294.3136618,2.56,6,110,231.723824,1.307402654,-35.97800541,0,0
532,-1.934,0.107,-14.031,1,3,2,2,10.719,0,0.255433443,3.524689623,3.524689623,27.3550826,90,120,294.3136618,2.56,6,110,231.723824,1.307402654,-35.97824327,0,0
533,-0.679,0,-50.305,1,7,4,3,7.875,63.43494882,0.21164971,3.030328998,3.030328998,33.31930168,90,120,264.975723,2.418571429,14,148,311.80294,1.953993963,-100.5879308,0,0
534,-1.138,0.106,-11.03,1,3,2,2,13.71,26.56505118,0.276668523,3.97740244,3.97740244,28.55905181,90,120,391.2672408,2.226666667,6,254,597.529704,2.535917433,-30.08598795,0,0
535,-1.138,0.106,-11.03,1,3,2,2,13.71,45,0.272395753,3.973562319,3.973562319,28.61427843,90,120,391.2672408,2.226666667,6,254,597.529704,2.535917433,-30.08365884,0,0
536,-1.138,0.106,-11.03,1,3,2,2,13.71,0,0.279731885,3.973602445,3.973602445,28.61370054,90,120,391.2672408,2.226666667,6,254,597.529704,2.535917433,-30.08621412,0,0
537,-1.43,0,-49.506,0,7,4,3,8.175,63.43494882,0.219246001,3.083662343,3.083662343,34.29452613,90,120,282.4158537,2.415714286,14,136,283.51876,1.667023897,-111.4651099,0,0
538,-1.06,0,-50.588,0,7,4,3,7.843,26.56505118,0.219522191,3.009460674,3.009460674,34.1278385,90,120,267.6805153,2.441428571,14,140,295.81676,1.835080472,-110.2573474,0,0
539,-1.126,0.56,-15.005,1,3,2,1,13.481,116.5650512,0.206115549,3.936130624,3.936130624,26.99154432,90,120,362.1574053,2.153333333,6,178,405.751824,1.860425177,-39.36987722,1.7923,3.3743
540,-1.126,0.56,-15.005,1,3,2,1,13.481,0,0.205729246,3.933660521,3.933660521,27.02545311,90,120,362.1574053,2.153333333,6,178,405.751824,1.860425177,-39.39077092,1.7364,3.2435
541,-1.06,0,-50.588,0,7,4,3,7.843,63.43494882,0.214563405,3.010418466,3.010418466,34.10612577,90,120,267.6805153,2.441428571,14,140,295.81676,1.835080472,-110.2582541,0,0
542,-0.56,1.383,-15.234,0,3,2,3,9.46,10.58846364,0.252618334,3.301893371,3.301981851,26.94865004,90.00556825,119.9961114,254.4616689,2.353333333,6,92,184.431,1.203540328,-30.59611093,1.4584,2.811
543,-0.56,1.383,-15.234,0,3,2,3,9.46,67.7143761,0.251144294,3.30209407,3.302193957,26.94479554,90.01971287,119.9943186,254.4616689,2.353333333,6,92,184.431,1.203540328,-30.59667076,1.479,2.8374
545,-0.334,0.467,-13.367,0,3,2,3,10.663,149.9102879,0.248040798,3.516612829,3.517046849,27.00073224,90.00000933,119.9922448,289.2296504,2.333333333,6,164,372.011,2.1358073,-26.72718302,0.7552,1.7925
546,-0.334,0.467,-13.367,0,3,2,3,10.663,107.1416664,0.25763041,3.519023216,3.520504808,26.95067782,90.00428376,119.9736088,289.2296504,2.333333333,6,164,372.011,2.1358073,-26.72804173,0.7457,1.8101
547,-1.958,0,-34.148,0,7,4,3,16,45,0.280025966,3.995137418,3.995137418,33.52957602,90.0041829,90.00002609,535.1696837,2.371428571,14,382,861.1856,2.672110129,-86.41999218,0,0
548,-0.539,1.837,-8.629,0,3,2,3,18.133,0,0.26581511,4.564712895,4.564712895,28.52197345,90,120,514.6798161,2.426666667,6,312,745.03788,2.40375563,-16.94888974,2.0796,3.2581
549,-0.539,1.837,-8.629,0,3,2,3,18.133,0,0.266155632,4.577205747,4.577205747,28.36649233,90,120,514.6798161,2.426666667,6,312,745.03788,2.40375563,-16.94787841,2.0299,3.2069
550,-0.539,1.837,-8.629,0,3,2,3,18.133,0,0.2701343,4.578351175,4.578351175,28.35230046,90,120,514.6798161,2.426666667,6,312,745.03788,2.40375563,-16.95003,2.0624,3.238
551,-0.454,1.926,-8.374,0,3,2,3,16.916,26.56505118,0.279353531,4.440535648,4.440535648,28.78133229,90,120,491.4872399,2.426666667,6,312,745.03788,2.517185403,-16.444303,2.3873,3.4029
552,-0.778,0,-50.131,1,7,4,3,8.166,26.56505118,0.211927558,3.057769647,3.057769647,34.39659411,90,120,278.519498,2.488571429,14,150,315.79494,1.88277603,-100.1806574,0,0
553,-0.778,0,-50.131,1,7,4,3,8.166,63.43494882,0.209611809,3.05823257,3.05823257,34.38618171,90,120,278.519498,2.488571429,14,150,315.79494,1.88277603,-100.178122,0,0
554,-0.454,1.926,-8.374,0,3,2,3,16.916,45,0.283591817,4.426121484,4.426121484,28.96909685,90,120,491.4872399,2.426666667,6,312,745.03788,2.517185403,-16.44485831,2.383,3.3888
555,-0.454,1.926,-8.374,0,3,2,3,16.916,0,0.281702633,4.431234663,4.431234663,28.90228083,90,120,491.4872399,2.426666667,6,312,745.03788,2.517185403,-16.44551795,2.4257,3.4433
556,-1.645,0,-50.141,0,7,4,3,8.107,63.43494882,0.217757474,3.064597262,3.064597262,34.2003388,90,120,278.1684423,2.485714286,14,138,287.51076,1.716308453,-112.6448956,0,0
557,-1.548,2.683,-18.948,0,3,2,3,8.977,0,0.20536561,3.227555067,3.227555067,24.91116526,90,120,224.7356632,2.946666667,6,132,301.4176,2.227130723,-36.40640238,2.3504,4.5692
558,-1.548,2.683,-18.948,0,3,2,3,8.977,0,0.195345764,3.229198376,3.229198376,24.88581758,90,120,224.7356632,2.946666667,6,132,301.4176,2.227130723,-36.41219518,2.2848,4.4761
559,-0.402,1.587,-13.417,0,3,2,3,11.83,0,0.246737924,3.705544724,3.705544724,26.77119656,90,120,318.3482986,2.373333333,6,164,365.68,1.907426327,-26.38877872,1.6861,3.0204
560,-0.402,1.587,-13.417,0,3,2,3,11.83,0,0.249779584,3.703009721,3.703009721,26.80786311,90,120,318.3482986,2.373333333,6,164,365.68,1.907426327,-26.39213357,1.7392,3.0958
564,-0.347,0.762,-12.064,0,3,2,3,12.936,0,0.248255025,3.878647497,3.878647497,27.1739496,90,120,354.0332241,2.353333333,6,236,553.26,2.594982,-23.68768893,0.928,1.9115
565,-0.347,0.762,-12.064,0,3,2,3,12.936,0,0.260454316,3.88195012,3.88195012,27.12773204,90,120,354.0332241,2.353333333,6,236,553.26,2.594982,-23.68418577,0.9176,1.9397
