Num,Mono Heat of formation [eV/atom] ,Mono Band gap [eV] ,Energy [eV] ,Magnetic  monolayer,Number of atoms ,Number of species ,Spin axis ,Unit cell area [Å2] ,angle_with_x (degrees),z_separation,lattice_a,lattice_b,lattice_c,lattice_beta,lattice_gamma,lattice_volume,composition_average_electrons,composition_num_atoms,composition_total_electrons,composition_weight,density,Bilayer Energy (eV),Bandgap PBE,Bandgap GW
831,-0.3,0.53,-40.491,0,6,2,3,19.501,90,0.240720315,3.53272282,5.539413229,26.4545661,90,90,517.6949997,2.453333333,12,432,1017.44,3.263502388,-85.66220625,0.6663,
832,-0.3,0.53,-40.491,0,6,2,3,19.501,90,0.244210001,3.532895707,5.537930315,26.50339999,90,90,517.6949997,2.453333333,12,432,1017.44,3.263502388,-85.66087062,0.6524,
833,-0.3,0.53,-40.491,0,6,2,3,19.501,179.8121069,0.24143471,3.531529715,5.539582813,26.46573417,90,90,517.6949997,2.453333333,12,432,1017.44,3.263502388,-85.65521784,0.6116,
834,-0.173,0.567,-37.353,0,6,2,3,21.126,90,0.237580113,3.677764594,5.766771828,26.94870717,90,90,571.5505288,2.433333333,12,576,1392.6,4.045953223,-79.49279038,0.7028,
835,-0.173,0.567,-37.353,0,6,2,3,21.126,90,0.243408429,3.676899556,5.764666158,26.9781849,90,90,571.5505288,2.433333333,12,576,1392.6,4.045953223,-79.48047991,0.6793,
836,-0.534,1.634,-44.469,0,10,4,3,36.883,69.97220844,0.172901088,6.525651109,6.524873504,43.05845531,90.17906649,119.9980646,1587.762458,2.297,20,604,1377.063272,1.440182282,-96.97398365,1.7054,
837,-0.534,1.634,-44.469,0,10,4,3,36.883,26.56602498,0.170280458,6.520340329,6.520464772,43.12277049,89.99751362,120.0001311,1587.762458,2.297,20,604,1377.063272,1.440182282,-96.97171437,1.697,
838,-0.534,1.634,-44.469,0,10,4,3,36.883,134.990833,0.176139106,6.519068824,6.519112188,43.13983245,89.99814938,119.9994463,1587.762458,2.297,20,604,1377.063272,1.440182282,-96.97015312,1.7036,
839,-0.534,1.634,-44.469,0,10,4,3,36.883,134.9755313,0.17381689,6.518912617,6.519025803,43.14097396,89.99864818,119.9983791,1587.762458,2.297,20,604,1377.063272,1.440182282,-96.96644325,1.6695,
840,-0.534,1.634,-44.469,0,10,4,3,36.883,44.94439107,0.170145823,6.52166034,6.521278875,43.11012103,89.99311538,120.0034936,1587.762458,2.297,20,604,1377.063272,1.440182282,-96.96614404,1.7121,
841,-0.534,1.634,-44.469,0,10,4,3,36.883,137.4873084,0.174392995,6.519358452,6.518916115,43.14140896,90.00052082,120.0044966,1587.762458,2.297,20,604,1377.063272,1.440182282,-96.96556499,1.664,
842,-0.272,0.35,-45.71,1,10,4,3,35.611,157.3681468,0.164491876,6.434542685,6.401190573,42.27672945,90.05514834,118.3729436,1532.144225,2.324,20,608,1389.034448,1.505436582,-95.15160153,0.2169,
843,-0.272,0.35,-45.71,1,10,4,3,35.611,164.1807316,0.164757624,6.416932338,6.428902424,42.1856513,89.52991193,118.3078452,1532.144225,2.324,20,608,1389.034448,1.505436582,-95.15118482,0.2661,
844,-0.272,0.35,-45.71,1,10,4,3,35.611,166.9405621,0.165340998,6.419619758,6.426708441,42.19025551,89.75088846,118.3301612,1532.144225,2.324,20,608,1389.034448,1.505436582,-95.15116997,0.2619,
845,-0.272,0.35,-45.71,1,10,4,3,35.611,124.3919081,0.162380994,6.395623624,6.443948301,42.19786728,89.3014141,118.2286731,1532.144225,2.324,20,608,1389.034448,1.505436582,-95.16013492,0.2805,
846,-0.272,0.35,-45.71,1,10,4,3,35.611,166.1752018,0.165169903,6.417335352,6.427672024,42.18797186,89.72570792,118.3022916,1532.144225,2.324,20,608,1389.034448,1.505436582,-95.15106583,0.2634,
847,-0.272,0.35,-45.71,1,10,4,3,35.611,147.9111724,0.167271456,6.351116211,6.527750697,41.91219547,90.1266224,118.137322,1532.144225,2.324,20,608,1389.034448,1.505436582,-95.16757011,0.3473,
848,-0.272,0.35,-45.71,1,10,4,3,35.611,97.5980806,0.163364014,6.351115343,6.540841027,41.85773534,89.22420886,118.2023604,1532.144225,2.324,20,608,1389.034448,1.505436582,-95.18923485,0.1383,
849,-0.294,1.12,-25.717,0,6,2,3,30.612,170.1666467,0.17921795,5.496683843,5.584382717,23.54405427,90,90,722.6985486,2.453333333,12,312,682.2,1.567485853,-57.1589054,1.0602,
850,-0.272,0.35,-45.71,1,10,4,3,35.611,146.4610554,0.162843656,6.350637241,6.543107574,41.88524073,89.43154523,118.3046897,1532.144225,2.324,20,608,1389.034448,1.505436582,-95.18245428,0.3389,
851,-0.272,0.35,-45.71,1,10,4,3,35.611,163.3999398,0.166473084,6.357579739,6.537648863,41.89155798,89.4805399,118.3436042,1532.144225,2.324,20,608,1389.034448,1.505436582,-95.16745689,0.3216,
852,-0.272,0.35,-45.71,1,10,4,3,35.611,137.2577432,0.165548332,6.356541668,6.535221988,41.90002082,89.2900266,118.3144488,1532.144225,2.324,20,608,1389.034448,1.505436582,-95.166501,0.3448,
853,-0.272,0.35,-45.71,1,10,4,3,35.611,137.2653008,0.165378371,6.354634051,6.53225129,41.92932196,89.2723763,118.3063855,1532.144225,2.324,20,608,1389.034448,1.505436582,-95.1665815,0.3418,
854,-0.272,0.35,-45.71,1,10,4,3,35.611,147.5393111,0.162621396,6.41692409,6.43503682,42.18145372,89.5440891,118.3988409,1532.144225,2.324,20,608,1389.034448,1.505436582,-95.15761108,0.2494,
855,-0.272,0.35,-45.71,1,10,4,3,35.611,176.5502197,0.163091721,6.350788255,6.53525422,41.89179396,90.13932046,118.2106604,1532.144225,2.324,20,608,1389.034448,1.505436582,-95.17941089,0.3518,
856,-0.272,0.35,-45.71,1,10,4,3,35.611,132.7840219,0.165310429,6.351230769,6.531803079,41.93721857,89.21865267,118.2670594,1532.144225,2.324,20,608,1389.034448,1.505436582,-95.16842135,0.331,
857,-0.272,0.35,-45.71,1,10,4,3,35.611,177.688794,0.163618288,6.352858698,6.535853633,41.8700614,90.30738631,118.1979388,1532.144225,2.324,20,608,1389.034448,1.505436582,-95.17876571,0.3485,
858,-0.272,0.35,-45.71,1,10,4,3,35.611,87.91306386,0.164312507,6.347976554,6.532779656,41.89316267,89.40728593,118.1051224,1532.144225,2.324,20,608,1389.034448,1.505436582,-95.17850695,0.3516,
859,-0.272,0.35,-45.71,1,10,4,3,35.611,88.81810891,0.164298395,6.345719819,6.53258209,41.9026019,89.58571682,118.0904408,1532.144225,2.324,20,608,1389.034448,1.505436582,-95.17881388,0.3562,
860,-0.257,1.212,-21.999,0,6,2,3,39.464,180,0.157992029,6.282585043,6.447109072,23.64854206,90,90,957.8726328,2.133333333,12,600,1446.48,2.507574042,-49.15366875,0.6664,
861,-0.345,1.802,-31.089,0,6,2,3,30.425,180,0.192005717,5.47697641,5.564211949,23.57008891,90,90,718.2998168,2.48,12,440,1036.856,2.396965521,-60.86806217,1.755,
862,-0.182,1.009,-41.8,0,10,4,3,38.216,34.33045587,0.166822609,6.643257958,6.63995745,43.14863789,89.92012473,119.9739184,1648.760337,2.36,20,692,1616.467848,1.628015881,-82.3813327,1.1734,
863,-0.182,1.009,-41.8,0,10,4,3,38.216,143.2783386,0.166926778,6.645906042,6.644890809,43.13479413,90.08650525,120.055323,1648.760337,2.36,20,692,1616.467848,1.628015881,-82.38152843,1.18,
864,-0.182,1.009,-41.8,0,10,4,3,38.216,44.50939951,0.168535676,6.646725108,6.644064359,43.11724679,90.03450622,120.0149248,1648.760337,2.36,20,692,1616.467848,1.628015881,-82.37996455,1.1724,
865,-0.346,1.546,-45.097,0,10,4,3,32.937,90.12087658,0.162886727,6.161604853,6.161125026,42.96721677,89.98667797,120.0153191,1412.390042,2.354,20,408,865.403048,1.017449519,-90.09278067,1.4855,
866,-0.346,1.546,-45.097,0,10,4,3,32.937,90.23554384,0.16265494,6.168414894,6.168016093,42.87979759,90.04008745,120.0336339,1412.390042,2.354,20,408,865.403048,1.017449519,-90.09338537,1.4695,
867,-0.346,1.546,-45.097,0,10,4,3,32.937,135.2763863,0.15817763,6.163542909,6.163588308,42.93512581,89.99043684,120.0120539,1412.390042,2.354,20,408,865.403048,1.017449519,-90.0701547,1.4292,
868,-0.346,1.546,-45.097,0,10,4,3,32.937,135.5884111,0.16102914,6.159731088,6.159816056,42.99010713,89.99049345,120.0169043,1412.390042,2.354,20,408,865.403048,1.017449519,-90.07589535,1.475,
869,-0.925,0.045,-44.976,0,6,2,3,14.784,174.6833546,0.207651507,3.089462461,4.793654263,25.21158514,90,90,373.3783562,3.026666667,12,240,532.2752,2.367206746,-85.52796875,0.1198,
870,-0.925,0.045,-44.976,0,6,2,3,14.784,90,0.207719456,3.087958452,4.795228849,25.2155808,90,90,373.3783562,3.026666667,12,240,532.2752,2.367206746,-85.52705843,0.1104,
871,-0.346,1.546,-45.097,0,10,4,3,32.937,179.9011378,0.159143151,6.157893254,6.158793304,43.00623335,89.8641725,120.0077309,1412.390042,2.354,20,408,865.403048,1.017449519,-90.08574076,1.4612,
872,-0.346,1.546,-45.097,0,10,4,3,32.937,74.58085872,0.159395039,6.158346307,6.159699447,42.99942906,90.06078932,120.0141759,1412.390042,2.354,20,408,865.403048,1.017449519,-90.08527189,1.4621,
873,-0.402,0.725,-37.649,0,6,2,3,19.231,171.0636032,0.229392505,3.462161425,5.563492704,27.12840155,90,90,522.535095,2.453333333,12,304,660.8,2.099924437,-73.09858678,0.7414,
874,-0.402,0.725,-37.649,0,6,2,3,19.231,90,0.228768688,3.460006392,5.565746513,27.13633118,90,90,522.535095,2.453333333,12,304,660.8,2.099924437,-73.09965418,0.7591,
875,-0.229,0.908,-40.356,0,10,4,3,36.609,158.1519798,0.17023056,6.498136658,6.496564952,43.09024918,90.00098893,120.0007926,1575.35629,2.336,20,624,1428.143048,1.5053657,-80.54495138,0.8017,
876,-0.229,0.908,-40.356,0,10,4,3,36.609,51.44314584,0.166097377,6.50418439,6.506406007,42.99686431,89.98481699,120.0275285,1575.35629,2.336,20,624,1428.143048,1.5053657,-80.54271024,0.7986,
877,-0.229,0.908,-40.356,0,10,4,3,36.609,64.06825791,0.165292492,6.499128302,6.4992856,43.06982887,89.98642442,120.0104412,1575.35629,2.336,20,624,1428.143048,1.5053657,-80.54795708,0.7978,
878,-0.229,0.908,-40.356,0,10,4,3,36.609,136.1477208,0.165664146,6.489298046,6.488999044,43.20252924,90.01131911,120.0083245,1575.35629,2.336,20,624,1428.143048,1.5053657,-80.52616381,0.8033,
879,-0.229,0.908,-40.356,0,10,4,3,36.609,63.84594855,0.167369127,6.495123896,6.495074671,43.12419782,89.96712158,120.0101361,1575.35629,2.336,20,624,1428.143048,1.5053657,-80.53696482,0.6492,
880,-0.229,0.908,-40.356,0,10,4,3,36.609,179.9235051,0.165911741,6.497470452,6.49584436,43.10514418,89.99001241,120.0138658,1575.35629,2.336,20,624,1428.143048,1.5053657,-80.54142632,0.7939,
881,-0.229,0.908,-40.356,0,10,4,3,36.609,155.9728002,0.16571946,6.497058322,6.496572359,43.10628669,89.96486711,120.0213273,1575.35629,2.336,20,624,1428.143048,1.5053657,-80.54148835,0.7941,
883,-0.219,0.642,-33.057,0,6,2,3,23.437,178.3558337,0.24842943,3.833824107,6.146944024,27.72459273,90,90,650.6291629,2.133333333,12,592,1425.08,3.637096442,-63.34640287,0.4401,
884,-0.27,1.115,-40.2,0,10,3,3,41.301,20.23779953,0.181415065,6.913618517,6.912668829,42.99384416,90.00609596,120.0081088,1779.313929,1.962,20,732,1751.468154,1.634552086,-79.73313432,1.3476,
885,-0.487,0,-49.153,0,6,2,3,11.507,0,0.203330393,3.395677718,3.395677718,50.37669179,90,90,580.8748507,1.85,12,720,1763.42304,5.041073555,-133.8295188,0,
891,-1.301,3.974,-61.894,0,10,3,3,26.267,21.37414498,0.164795928,4.648529519,5.661173806,44.28510424,89.9660821,94.462699,1161.879213,2.91,20,432,978.7192,1.398769724,-119.8693009,3.9209,
892,-0.213,0.655,-46.672,0,10,3,3,42.086,42.2067375,0.253749716,6.846039009,6.825381224,27.58705221,90.314625,116.1802731,1156.610792,2.39,20,584,1344.596648,1.930429215,-90.62127356,1.1592,
893,-0.717,0.155,-23.595,0,6,2,3,25.019,169.8607554,0.275435582,3.742462954,6.670646025,28.54284713,89.99565643,90.0000197,712.5615195,2.286666667,12,512,1206.70376,2.812078228,-60.93448925,0.2016,
894,-0.717,0.155,-23.595,0,6,2,3,25.019,89.99999901,0.277167209,3.742504441,6.664317305,28.56974931,90,90,712.5615195,2.286666667,12,512,1206.70376,2.812078228,-60.93011027,0.2046,
895,-0.213,0.655,-46.672,0,10,3,3,42.086,85.96765275,0.251710273,6.858167501,6.826197445,27.52251555,89.96356782,116.1467225,1156.610792,2.39,20,584,1344.596648,1.930429215,-90.63349325,1.1462,
896,-0.213,0.655,-46.672,0,10,3,3,42.086,134.7415426,0.251211145,6.833531337,6.841431244,27.57662538,89.72979842,116.208245,1156.610792,2.39,20,584,1344.596648,1.930429215,-90.62674725,1.1184,
897,-0.213,0.655,-46.672,0,10,3,3,42.086,118.4323966,0.250150367,6.840157304,6.829558572,27.58308578,89.77806035,116.1527022,1156.610792,2.39,20,584,1344.596648,1.930429215,-90.6314838,1.1534,
898,-0.213,0.655,-46.672,0,10,3,3,42.086,109.595965,0.24941319,6.854924993,6.814686004,27.5864435,89.97169534,116.1585462,1156.610792,2.39,20,584,1344.596648,1.930429215,-90.6299962,1.1528,
899,-0.213,0.655,-46.672,0,10,3,3,42.086,169.7764397,0.25231085,6.83764035,6.840200288,27.55320302,89.27822645,116.1488294,1156.610792,2.39,20,584,1344.596648,1.930429215,-90.62806321,1.2198,
900,-0.717,0.155,-23.595,0,6,2,3,25.019,170.8249851,0.281019749,3.741871307,6.66680566,28.56532274,90,90,712.5615195,2.286666667,12,512,1206.70376,2.812078228,-60.93246288,0.2126,
907,-2.208,0,-50.796,1,6,2,2,14.629,140.6455861,0.20758716,2.891355323,5.014780037,25.29137142,89.99737611,89.99187999,366.7121218,2.836666667,12,156,331.7612,1.502274947,-109.4997596,0,
908,-2.208,0,-50.796,1,6,2,2,14.629,172.73968,0.207384175,2.890929962,5.013843283,25.29980719,89.98064066,89.98665773,366.7121218,2.836666667,12,156,331.7612,1.502274947,-109.4917134,0,
917,-0.696,0,-43.461,0,6,2,3,18.326,90.00003176,0.251845378,3.195551656,5.70749994,27.77761279,90,90,506.6008985,2.506666667,12,424,991.88,3.251189436,-100.7840122,0,
918,-0.136,0,-36.604,0,6,2,3,22.044,161.8521676,0.264339691,3.48256541,6.320808065,28.95551794,89.99850971,90.00000302,637.386999,2.186666667,12,712,1756.16,4.575198885,-86.47198332,0,
919,-0.136,0,-36.604,0,6,2,3,22.044,90,0.264352287,3.482350352,6.320926729,28.95676104,90,90,637.386999,2.186666667,12,712,1756.16,4.575198885,-86.47182908,0,
926,-0.213,0.655,-46.672,0,10,3,3,42.086,4.236092431,0.254484529,6.711401584,7.096869198,27.53783408,90.12754008,118.1365661,1156.610792,2.39,20,584,1344.596648,1.930429215,-90.5299065,0.7436,
927,-0.213,0.655,-46.672,0,10,3,3,42.086,4.671565419,0.253274967,6.710445989,7.108217193,27.51523063,90.01521744,118.2056251,1156.610792,2.39,20,584,1344.596648,1.930429215,-90.54304712,0.7546,
935,-0.213,0.655,-46.672,0,10,3,3,42.086,147.2019241,0.255010288,6.833976192,6.844644057,27.55307461,89.87136186,116.1793313,1156.610792,2.39,20,584,1344.596648,1.930429215,-90.62625989,0.6793,
936,-0.416,1.887,-41.216,0,10,3,3,34.282,29.82528117,0.244081466,6.289155166,6.291721629,27.79482253,89.99864231,120.0004845,952.4764001,2.324,20,444,958.319048,1.670725088,699.9071988,1.7054,
937,-0.416,1.887,-41.216,0,10,3,3,34.282,23.66710266,0.244565636,6.289642246,6.291583476,27.79273355,89.99812546,119.9985325,952.4764001,2.324,20,444,958.319048,1.670725088,699.8984003,1.697,
938,-0.416,1.887,-41.216,0,10,3,3,34.282,38.15113261,0.244560049,6.289249268,6.291265226,27.79524291,89.99987323,119.9962714,952.4764001,2.324,20,444,958.319048,1.670725088,699.9246984,1.7036,
939,-0.593,1.272,-86.371,0,12,2,3,36.525,153.3171552,0.286173042,6.409308985,6.512860173,24.59190254,90.51303234,118.8607061,898.8149927,2.353333333,24,856,2002.696,3.69993266,-191.9562291,1.6695,
940,-0.593,1.272,-86.371,0,12,2,3,36.525,147.1468631,0.291488425,6.407056101,6.512893454,24.68545072,90.08567491,118.8518535,901.7990735,2.353333333,24,856,2002.696,3.687689469,-191.9527332,1.7121,
941,-0.593,1.272,-86.371,0,12,2,3,36.525,149.7504612,0.286385649,6.407970349,6.512355597,24.69486544,90.13595517,118.8591908,902.3811939,2.353333333,24,856,2002.696,3.685310564,-191.9513021,1.664,
942,-0.593,1.272,-86.371,0,12,2,3,36.525,157.5134212,0.277875293,6.406932993,6.51129843,24.65214259,90.01840737,118.8565074,900.7243621,2.353333333,24,856,2002.696,3.692089485,-191.9470467,0.2169,
943,-0.593,1.272,-86.371,0,12,2,3,36.525,121.1483474,0.283211795,6.407598676,6.513759424,24.65044544,90.77254801,118.8586873,900.8751356,2.353333333,24,856,2002.696,3.691471565,-191.9501362,0.2661,
944,-0.593,1.272,-86.371,0,12,2,3,36.525,138.8674506,0.273590291,6.405633556,6.510386078,24.64367198,90.13093757,118.8442212,900.2019099,2.353333333,24,856,2002.696,3.694232272,-191.9422371,0.2619,
945,-0.593,1.272,-86.371,0,12,2,3,36.525,129.2731034,0.287222241,6.407362994,6.513199239,24.74619841,90.14542488,118.8683224,904.357978,2.353333333,24,856,2002.696,3.677255055,-191.9478229,0.2805,
946,-0.315,1.271,-36.636,0,10,3,3,37.79,90.41769155,0.245059548,6.6024222,6.603398534,28.009511,90.00083421,119.9944842,1057.623506,2.306,20,660,1521.059048,2.388163613,709.2727969,0.2634,
947,-0.315,1.271,-36.636,0,10,3,3,37.79,23.66433017,0.248185065,6.602543521,6.603129793,28.00997634,89.99733692,119.9939164,1057.623506,2.306,20,660,1521.059048,2.388163613,709.2499124,0.3473,
948,-0.315,1.271,-36.636,0,10,3,3,37.79,29.74632063,0.24485928,6.602700225,6.603402778,28.00811285,90.00382083,119.9937729,1057.623506,2.306,20,660,1521.059048,2.388163613,709.2553311,0.1383,
949,-0.315,1.271,-36.636,0,10,3,3,37.79,3.495406581,0.252229092,6.602914867,6.602935816,28.00829025,90.00272374,119.9906085,1057.623506,2.306,20,660,1521.059048,2.388163613,709.2967907,1.0602,
950,-0.184,0.125,-48.919,1,10,3,2,41.167,164.14893,0.158059195,6.745682194,6.601283705,46.15860412,88.11940294,120.663313,1767.09697,1.994,20,848,2029.7444,1.907348566,-99.88463351,0.3389,
951,-0.184,0.125,-48.919,1,10,3,2,41.167,97.58763919,0.163301005,6.733251234,6.704282886,45.69222598,89.78832895,121.0485678,1767.09697,1.994,20,848,2029.7444,1.907348566,-99.23726312,0.3216,
952,-0.184,0.125,-48.919,1,10,3,2,41.167,164.2317923,0.161843474,6.742936099,6.603946719,46.15877248,89.13932683,120.6984519,1767.09697,1.994,20,848,2029.7444,1.907348566,-99.89903151,0.3448,
953,-0.184,0.125,-48.919,1,10,3,2,41.167,179.9905928,0.162569775,6.749149071,6.608447085,46.1082686,91.64123081,120.7249701,1767.09697,1.994,20,848,2029.7444,1.907348566,-99.8867402,0,
954,-0.184,0.125,-48.919,1,10,3,2,41.167,37.66769518,0.161938529,6.668587376,6.654931709,46.00587833,90.50151505,120.0557804,1767.09697,1.994,20,848,2029.7444,1.907348566,-99.52681977,0,
957,-0.455,0,-38.349,0,5,3,3,9.354,101.6173053,0.297100329,3.287921643,3.288001715,31.26172011,90.00594907,119.9972482,292.6907598,2.292,10,314,721.222,4.091749626,-78.45208505,0,
960,-0.932,0,-40.174,0,5,3,3,9.559,116.5587455,0.289439909,3.329667883,3.329270123,31.23023973,89.99933265,120.0047184,299.8024991,2.08,10,238,521.50752,2.888513648,-84.57644827,0,
961,-0.932,0,-40.174,0,5,3,3,9.559,153.3246464,0.283404115,3.330366396,3.328759003,31.23170818,90.00059522,120.0149602,299.8024991,2.08,10,238,521.50752,2.888513648,-84.5863654,0,
962,-0.932,0,-40.174,0,5,3,3,9.559,112.566258,0.295627197,3.330000855,3.330497563,31.2125392,90.00052663,119.9949607,299.8024991,2.08,10,238,521.50752,2.888513648,-84.57669497,0,
967,-0.976,0,-39.372,0,5,3,3,9.589,116.6268458,0.300622156,3.327760397,3.327244008,31.34176122,89.99995895,120.0031176,300.5225595,2.04,10,366,873.67352,4.827487873,-96.4427714,0,
968,-0.976,0,-39.372,0,5,3,3,9.589,153.2680916,0.291926998,3.324731006,3.326899786,31.36721663,90.00960981,119.9830297,300.5225595,2.04,10,366,873.67352,4.827487873,-96.44301543,0,
969,-0.976,0,-39.372,0,5,3,3,9.589,122.8926593,0.29827395,3.326922527,3.326707579,31.35503934,90.00183887,120.0041625,300.5225595,2.04,10,366,873.67352,4.827487873,-96.44218712,0,
970,-0.836,0,-37.481,0,5,3,3,9.932,116.5371496,0.303446464,3.382760853,3.383050662,31.65178036,89.99838648,119.9926171,313.7190284,2.028,10,438,1061.25352,5.617296911,-92.67992016,0,
971,-0.836,0,-37.481,0,5,3,3,9.932,153.2216462,0.30715802,3.38184055,3.381060613,31.68405549,89.99627496,120.0083543,313.7190284,2.028,10,438,1061.25352,5.617296911,-92.68027089,0,
972,-0.836,0,-37.481,0,5,3,3,9.932,125.7377396,0.305157773,3.383160497,3.382752698,31.65448184,89.99804821,120.0040736,313.7190284,2.028,10,438,1061.25352,5.617296911,-92.68033502,0,
973,-0.276,0,-59.706,1,10,3,1,36.005,179.7379928,0.175439702,3.452051855,10.48674291,44.73559909,90.01222008,90.0011707,1619.463554,1.926,20,1020,2478.37152,2.541232076,-137.1763722,0,
974,-0.276,0,-59.706,1,10,3,1,36.005,88.74206455,0.171424307,3.451431175,10.48758393,44.74139965,89.98208207,89.99947993,1619.463554,1.926,20,1020,2478.37152,2.541232076,-137.1860795,0,
975,-0.276,0,-59.706,1,10,3,1,36.005,91.12600028,0.17267058,3.452732157,10.48525718,44.73353617,90.00920488,90.00090282,1619.463554,1.926,20,1020,2478.37152,2.541232076,-137.1878183,0,
976,-0.276,0,-59.706,1,10,3,1,36.005,164.1812901,0.174963747,3.452881756,10.4832459,44.74001823,89.99446144,89.97752557,1619.463554,1.926,20,1020,2478.37152,2.541232076,-137.1779724,0,
977,-0.276,0,-59.706,1,10,3,1,36.005,89.78788755,0.169690596,3.453498878,10.47985987,44.74807946,90.0099758,90.00400048,1619.463554,1.926,20,1020,2478.37152,2.541232076,-137.1853296,0,
978,-1.585,0.883,-30.033,0,5,3,3,10.267,135.0259483,0.204166483,3.448635261,3.448642563,47.40467728,90.00128928,120.001975,488.2459291,2.318,10,164,345.657048,1.17559,-76.12873255,0.9255,
979,-1.585,0.883,-30.033,0,5,3,3,10.267,135.069035,0.209837111,3.444766129,3.443530177,47.53405059,90.00198158,120.0138115,488.2459291,2.318,10,164,345.657048,1.17559,-76.12920533,0.919,
980,-1.585,0.883,-30.033,0,5,3,3,10.267,123.6390401,0.208462581,3.445533703,3.445554875,47.49078022,90.00127424,120.0038792,488.2459291,2.318,10,164,345.657048,1.17559,-76.12962355,0.9208,
981,-2.26,0,-38.707,0,5,3,3,9.247,26.56505118,0.241121646,3.271181912,3.271181912,31.13973804,90,120,288.5725244,2.622,10,336,813.9750128,4.683873874,-98.80324972,0,
982,-2.26,0,-38.707,0,5,3,3,9.247,0,0.238225663,3.27250192,3.27250192,31.11462182,90,120,288.5725244,2.622,10,336,813.9750128,4.683873874,-98.81422671,0,
983,-2.541,1.02,-34.419,0,5,3,3,9.242,26.56505118,0.229573233,3.271559895,3.271559895,30.54082443,90,120,283.087791,2.646,10,132,279.8386608,1.641480288,-85.07630692,1.002,
984,-2.541,1.02,-34.419,0,5,3,3,9.242,0,0.227071355,3.272526798,3.272526798,30.52277987,90,120,283.087791,2.646,10,132,279.8386608,1.641480288,-85.09934006,1.0389,
985,-2.274,0,-37.143,0,5,3,3,8.047,26.56505118,0.252907812,3.05474176,3.05474176,30.45752683,90,120,246.1355084,2.718,10,136,291.4830128,1.966473399,-87.98964406,0,
986,-2.274,0,-37.143,0,5,3,3,8.047,63.43494882,0.240189736,3.052573989,3.052573989,30.50080073,90,120,246.1355084,2.718,10,136,291.4830128,1.966473399,-87.9718314,0,
987,-2.274,0,-37.143,0,5,3,3,8.047,0,0.241716628,3.052810948,3.052810948,30.49606597,90,120,246.1355084,2.718,10,136,291.4830128,1.966473399,-87.97617632,0,
988,-0.638,1.981,-42.183,0,10,3,3,23.839,162.9290466,0.203395138,3.81773158,6.237567111,50.3701324,90,90,1199.481658,2.266,20,512,1122.944,1.554581823,-83.4807971,1.8738,
989,-0.638,1.981,-42.183,0,10,3,3,23.839,179.9912176,0.202147703,3.81604803,6.23648351,50.40109833,90,90,1199.481658,2.266,20,512,1122.944,1.554581823,-83.48603723,1.8912,
990,-0.638,1.981,-42.183,0,10,3,3,23.839,90,0.201276986,3.814044013,6.231402789,50.46879681,90,90,1199.481658,2.266,20,512,1122.944,1.554581823,-83.47168206,1.8503,
991,-1.724,0,-38.059,0,5,3,3,7.723,63.43494882,0.234897954,2.985959417,2.985959417,30.23367769,90,120,233.4475993,2.754,10,140,303.7810128,2.160828558,-86.41490683,0,
992,-1.724,0,-38.059,0,5,3,3,7.723,0,0.240651892,2.985804884,2.985804884,30.23680731,90,120,233.4475993,2.754,10,140,303.7810128,2.160828558,-86.41950627,0,
993,-2.363,0,-39.012,0,5,3,3,9.356,26.56505118,0.250997559,3.298346949,3.298346949,31.03442151,90,120,292.3929919,2.634,10,208,464.9110128,2.640292075,-89.42189784,0,
994,-2.363,0,-39.012,0,5,3,3,9.356,0,0.238254275,3.298162475,3.298162475,31.03789326,90,120,292.3929919,2.634,10,208,464.9110128,2.640292075,-89.41882823,0,
995,-0.241,1.406,-46.636,0,10,3,3,35.173,89.85622089,0.256900907,6.354745558,6.420030999,27.74896162,89.93273101,120.3443463,977.0005349,2.388,20,380,799.235048,1.358403576,-93.47857755,1.4059,
996,-0.241,1.406,-46.636,0,10,3,3,35.173,44.99459285,0.261379232,6.382796814,6.378465027,27.71566096,89.99953058,120.0201587,977.0005349,2.388,20,380,799.235048,1.358403576,-93.47985195,1.4705,
997,-2.307,0.938,-46.017,0,5,3,3,9.3,0,0.232732891,3.277722198,3.277722198,30.24593245,90,120,281.4115345,2.406,10,332,801.979,4.732277455,-112.3527711,0.91,
998,-0.333,0,-40.254,0,5,3,3,9.545,116.2976966,0.297085226,3.281243245,3.280163249,31.02887153,90.07537277,117.4079525,296.4758495,2.394,10,316,723.6214,4.052949359,-82.22002658,0,
999,-0.333,0,-40.254,0,5,3,3,9.545,146.6187249,0.300314639,3.27922803,3.283581829,31.01334676,91.02340702,117.3826896,296.4758495,2.394,10,316,723.6214,4.052949359,-82.21677288,0,
1000,-0.333,0,-40.254,0,5,3,3,9.545,123.4115818,0.301291904,3.282312012,3.286692971,30.97894456,90.9876889,117.4630589,296.4758495,2.394,10,316,723.6214,4.052949359,-82.22351062,0,
1001,-1.728,0,-48.758,0,5,3,3,8.469,26.56505118,0.252224097,3.135323237,3.135323237,30.10300363,90,120,256.2743289,2.526,10,208,459.64452,2.9782838,-100.5012578,0,
1002,-1.728,0,-48.758,0,5,3,3,8.469,0,0.254913358,3.136446471,3.136446471,30.08144632,90,120,256.2743289,2.526,10,208,459.64452,2.9782838,-100.5079054,0,
